iter	Logloss
373	0.1127919432
374	0.1127726461
375	0.1127607489
376	0.1127436569
377	0.1127364413
378	0.1127169269
379	0.1127036909
380	0.1126959105
381	0.1126840133
382	0.1126705759
383	0.1126604666
384	0.1126528572
385	0.1126455099
386	0.1126232586
387	0.112610902
388	0.1125914206
389	0.1125756464
390	0.1125489545
391	0.1125415769
392	0.1125314623
393	0.1125137963
394	0.1124986988
395	0.1124743871
396	0.1124593528
397	0.1124409983
398	0.1124255506
399	0.1124166511
400	0.1123945288
401	0.1123716126
402	0.1123640586
403	0.1123567086
404	0.1123489216
405	0.1123343454
406	0.1123306053
407	0.1123146099
408	0.1123069308
409	0.1122982406
410	0.1122887975
411	0.112280834
412	0.1122704679
413	0.1122533062
414	0.1122447503
415	0.112234042
416	0.112226434
417	0.1122184099
418	0.1122059586
419	0.1121977358
420	0.112188103
421	0.112182604
422	0.1121700368
423	0.1121626908
424	0.1121285423
425	0.1121169322
426	0.1120988081
427	0.1120824033
428	0.1120748058
429	0.112068717
430	0.1120615079
431	0.1120545542
432	0.1120495186
433	0.1120449978
434	0.1120362853
435	0.1120290511
436	0.1120184863
437	0.1120009941
438	0.1119795827
439	0.1119592087
440	0.1119482568
441	0.1119378512
442	0.1119266347
443	0.1119177142
444	0.1119114148
445	0.1119054629
446	0.1118854141
447	0.1118703021
448	0.1118635472
449	0.1118498043
450	0.1118408561
451	0.111822287
452	0.111810852
453	0.1118034349
454	0.1117866285
455	0.111752072
456	0.1117454724
457	0.111737946
458	0.1117265768
459	0.1117157408
460	0.1117026259
461	0.1116967043
462	0.1116935934
463	0.1116810815
464	0.1116629166
465	0.1116543383
466	0.1116461787
467	0.1116430797
468	0.1116379348
469	0.1116285627
470	0.1115988469
471	0.1115923737
472	0.1115852094
473	0.1115733386
474	0.1115668035
475	0.1115594562
476	0.1115503368
477	0.1115455119
478	0.1115377025
479	0.1115354434
480	0.1115291045
481	0.111521686
482	0.1115182079
483	0.1115111462
484	0.1115008381
485	0.1114930497
486	0.111470514
487	0.1114501097
488	0.111441854
489	0.1114240946
490	0.1114156032
491	0.1114058546
492	0.1114006084
493	0.1113866983
494	0.1113681266
495	0.111359655
496	0.1113425551
497	0.1113267032
498	0.111314423
499	0.1113045954
500	0.1112973454
501	0.1112876929
502	0.1112771399
503	0.111269786
504	0.1112614921
505	0.1112440499
506	0.1112386602
507	0.1112259192
508	0.1112231217
509	0.1112143459
510	0.1112018669
511	0.1111946407
512	0.1111870775
513	0.1111725171
514	0.1111645378
515	0.1111548406
516	0.1111274233
517	0.1111141899
518	0.1111019045
519	0.111080472
520	0.1110700401
521	0.1110546846
522	0.1110487445
523	0.1110119684
524	0.1110029662
525	0.1109972487
526	0.1109922802
527	0.1109850158
528	0.1109722182
529	0.1109675473
530	0.1109588835
531	0.1109524143
532	0.1109448063
533	0.1109377736
534	0.1109296337
535	0.110919211
536	0.1109111331
537	0.1109019018
538	0.1108919123
539	0.1108776257
540	0.1108711433
541	0.1108638486
542	0.1108518646
543	0.1108458101
544	0.1108384654
545	0.1108352597
546	0.1108201662
547	0.1108065062
548	0.1107952502
549	0.1107850514
550	0.110774426
551	0.1107705134
552	0.1107634083
553	0.1107532134
554	0.1107450696
555	0.1107381027
556	0.1107346482
557	0.1107291321
558	0.1107215899
559	0.1107105617
560	0.1107009724
561	0.1106922348
562	0.1106792608
563	0.1106713684
564	0.1106512182
565	0.1106434628
566	0.1106179703
567	0.1106107769
568	0.1105858545
569	0.1105577711
570	0.1105457936
571	0.1105342217
572	0.1105254854
573	0.1105046414
574	0.1104935066
575	0.1104821426
576	0.1104741555
577	0.1104608286
578	0.1104552467
579	0.1104491355
580	0.1104453941
581	0.1104357837
582	0.1104292513
583	0.110418668
584	0.1104152372
585	0.1104070908
586	0.1104005465
587	0.1103897012
588	0.1103846775
589	0.1103793721
590	0.1103725526
591	0.1103640428
592	0.110353137
593	0.1103441678
594	0.1103346811
595	0.1103250392
596	0.1103167703
597	0.1103062278
598	0.1102859657
599	0.1102671043
600	0.11025608
601	0.1102430863
602	0.1102345515
603	0.1102227741
604	0.1102149423
605	0.1101992656
606	0.1101832728
607	0.1101702422
608	0.1101633951
609	0.1101554949
610	0.1101499064
611	0.1101361767
612	0.1101263412
613	0.1101204525
614	0.1101138714
615	0.1101090346
616	0.1100909394
617	0.1100648795
618	0.1100564013
619	0.1100446002
620	0.1100419699
621	0.1100352163
622	0.1100271001
623	0.1100178268
624	0.1100090352
625	0.1100013522
626	0.1099914048
627	0.1099843576
628	0.1099753278
629	0.1099611874
630	0.1099524261
631	0.1099423365
632	0.1099297667
633	0.1099231289
634	0.1099183567
635	0.1099090333
636	0.1099000982
637	0.1098950192
638	0.1098884618
639	0.1098704298
640	0.1098646886
641	0.1098566922
642	0.1098502454
643	0.1098396292
644	0.1098312589
645	0.1098222633
646	0.1098077135
647	0.1097993024
648	0.109792874
649	0.1097814034
650	0.1097738033
651	0.1097564678
652	0.1097501631
653	0.109742875
654	0.1097328894
655	0.1097222679
656	0.109716324
657	0.109704602
658	0.1096974113
659	0.1096929852
660	0.1096908091
661	0.1096813514
662	0.1096761513
663	0.1096577546
664	0.1096577507
665	0.1096510379
666	0.1096445818
667	0.1096353809
668	0.1096283047
669	0.1096111785
670	0.1095997816
671	0.1095912508
672	0.1095834097
673	0.1095716745
674	0.1095639968
675	0.1095571879
676	0.1095338346
677	0.1095336503
678	0.1095260015
679	0.1095192637
680	0.1095111225
681	0.1095036738
682	0.1094914686
683	0.1094851205
684	0.1094790357
685	0.109467806
686	0.1094574216
687	0.1094463841
688	0.109435785
689	0.1094305691
690	0.1094054662
691	0.1093937034
692	0.109379014
693	0.1093622524
694	0.1093515533
695	0.1093391809
696	0.1093307093
697	0.1093188912
698	0.109309598
699	0.1093028642
700	0.1092929089
701	0.1092840463
702	0.1092781826
703	0.1092711999
704	0.1092599663
705	0.1092553968
706	0.1092430929
707	0.1092328914
708	0.1092222252
709	0.1092141722
710	0.1092079268
711	0.1091984125
712	0.1091926699
713	0.1091827528
714	0.1091789047
715	0.1091733017
716	0.1091630739
717	0.1091572906
718	0.1091511926
719	0.1091323536
720	0.1091237714
721	0.1091157118
722	0.1091090543
723	0.1090946651
724	0.1090899073
725	0.1090763277
726	0.1090685472
727	0.109062365
728	0.1090601467
729	0.1090576375
730	0.1090527348
731	0.1090477085
732	0.109037457
733	0.1090374293
734	0.1090338261
735	0.1090238563
736	0.1090178834
737	0.1090099818
738	0.1090028412
739	0.1089980123
740	0.1089943379
741	0.108988415
742	0.1089779963
743	0.1089667561
744	0.1089603791
745	0.1089578435
746	0.1089448484
747	0.1089264241
748	0.1089199865
749	0.1089147468
750	0.1089083079
751	0.1088944584
752	0.1088892227
753	0.1088836935
754	0.1088805115
755	0.1088759222
756	0.108865252
757	0.1088589368
758	0.1088525413
759	0.108847457
760	0.1088407982
761	0.1088353927
762	0.1088281112
763	0.1088232797
764	0.1088046224
765	0.1088016919
766	0.1087958875
767	0.1087926765
768	0.1087895999
769	0.1087797881
770	0.1087703686
771	0.1087603014
772	0.1087439782
773	0.1087354302
774	0.1087265071
775	0.1087164912
776	0.1087032381
777	0.1086834328
778	0.1086776534
779	0.1086680377
780	0.1086548702
781	0.1086490158
782	0.1086398016
783	0.1086325925
784	0.1086262629
785	0.1086199003
786	0.108611322
787	0.108605877
788	0.1086020236
789	0.108593161
790	0.1085853213
791	0.1085741364
792	0.1085675026
793	0.1085600249
794	0.1085542587
795	0.1085458608
796	0.108537792
797	0.1085236213
798	0.1085151694
799	0.1085089833
800	0.1085013305
801	0.1084931524
802	0.1084909012
803	0.1084804378
804	0.1084770123
805	0.1084696399
806	0.1084624506
807	0.1084574426
808	0.1084526769
809	0.1084457943
810	0.1084410457
811	0.1084347595
812	0.1084278413
813	0.1084205427
814	0.1084149318
815	0.108406189
816	0.1083963337
817	0.1083906505
818	0.1083829503
819	0.1083721314
820	0.1083657806
821	0.1083626632
822	0.1083535636
823	0.1083464335
824	0.1083408713
825	0.1083343652
826	0.1083261345
827	0.1083191992
828	0.1083121731
829	0.1083065306
830	0.1083001075
831	0.1082952009
832	0.1082884249
833	0.1082855892
834	0.1082811987
835	0.1082742174
836	0.1082696807
837	0.1082660933
838	0.1082571767
839	0.1082476611
840	0.1082382047
841	0.1082312826
842	0.1082209811
843	0.108213123
844	0.1082081519
845	0.1082081335
846	0.1081953332
847	0.1081908611
848	0.1081836599
849	0.1081761006
850	0.10817161
851	0.1081596037
852	0.1081511649
853	0.1081433213
854	0.1081352446
855	0.1081311411
856	0.1081287201
857	0.1081217045
858	0.1081143374
859	0.1081026114
860	0.1080979919
861	0.1080937778
862	0.1080898296
863	0.1080840357
864	0.1080755339
865	0.1080699756
866	0.1080676138
867	0.1080635617
868	0.1080596701
869	0.1080497899
870	0.1080469147
871	0.1080435589
872	0.1080393527
873	0.1080333785
874	0.1080192157
875	0.1080129136
876	0.1080088417
877	0.1080011574
878	0.1079885138
879	0.107982949
880	0.1079728133
881	0.1079626171
882	0.1079579422
883	0.1079509793
884	0.1079437768
885	0.1079349879
886	0.107928936
887	0.1079250668
888	0.1079182356
889	0.1079140939
890	0.1079107737
891	0.1079049245
892	0.1078983723
893	0.1078852759
894	0.1078774559
895	0.1078705496
896	0.1078653956
897	0.1078567436
898	0.1078477361
899	0.1078431574
900	0.1078349938
901	0.1078300609
902	0.1078264867
903	0.1078236378
904	0.1078152201
905	0.1078069447
906	0.1077959414
907	0.1077908466
908	0.1077844077
909	0.1077805108
910	0.1077773302
911	0.1077714613
912	0.1077643364
913	0.1077605384
914	0.1077510504
915	0.1077445575
916	0.1077337478
917	0.1077248786
918	0.1077191861
919	0.1077116123
920	0.1077059487
921	0.1076974942
922	0.1076931735
923	0.1076858749
924	0.1076816318
925	0.1076787408
926	0.1076700006
927	0.1076607562
928	0.1076549374
929	0.1076463617
930	0.1076400742
931	0.1076329849
932	0.1076257336
933	0.1076205072
934	0.1076145737
935	0.1076042169
936	0.1075974251
937	0.1075878055
938	0.1075805385
939	0.1075731346
940	0.1075677172
941	0.1075629252
942	0.1075587716
943	0.1075484214
944	0.1075421496
945	0.1075297154
946	0.1075263056
947	0.1075251458
948	0.1075221337
949	0.1075177748
950	0.1075119638
951	0.1075025285
952	0.1074983144
953	0.1074897125
954	0.1074845229
955	0.1074769307
956	0.1074735051
957	0.1074681799
958	0.1074460721
959	0.107441234
960	0.1074372845
961	0.1074304559
962	0.1074263734
963	0.1074233166
964	0.1074154466
965	0.1074080387
966	0.1074026161
967	0.1073955004
968	0.107383053
969	0.1073757215
970	0.1073701395
971	0.1073634662
972	0.1073579436
973	0.1073514322
974	0.1073433055
975	0.10734087
976	0.1073298128
977	0.1073232527
978	0.1073197074
979	0.1073070796
980	0.1072991359
981	0.1072829273
982	0.1072788106
983	0.107276171
984	0.1072661078
985	0.1072597992
986	0.1072562499
987	0.1072506061
988	0.1072407522
989	0.1072344198
990	0.1072229098
991	0.1072120698
992	0.1072090182
993	0.1072056242
994	0.1071954978
995	0.1071905451
996	0.1071904846
997	0.1071839035
998	0.1071796749
999	0.107171876
